priority,pr,title,platform,subsystems,approvers,merged_by,reverted_by,verdict,skip_reason,type,merged_at,author,reviewers,labels,additions,deletions,files_in_release,files_total,files_existing,files_new,merge_sha,url
40,#31235,[ROCm][CI][Bugfix] Fix Siglip2 rotary embedding dispatch and InternVL video test tolerance,rocm,models,robertgshaw2-redhat,robertgshaw2-redhat,,CANDIDATE,,platform_specific,2025-12-24,AndreasKaratzas,gemini-code-assist; robertgshaw2-redhat,"rocm, ready, multi-modality",4,1,2,2,tests/models/multimodal/generation/test_common.py | vllm/model_executor/models/siglip2navit.py,,e42894f5b530c12b4783ec37d6b5b345b9ccb349,https://github.com/vllm-project/vllm/pull/31235
40,#31261,[Bugfix][ROCm] Fix load issue on deepseek quark quantization when shared expert enabled,rocm,models,tjtanaa,DarkLight1337,,CANDIDATE,,platform_specific,2025-12-24,ganyi1996ppo,gemini-code-assist; tjtanaa,"rocm, ready, deepseek",11,8,1,1,vllm/model_executor/models/deepseek_v2.py,,b41aeb3468fecb33b7934fc7ca5406bdba84dace,https://github.com/vllm-project/vllm/pull/31261
40,#31179,[Bugfix][Hardware][AMD] Fix FP8 dtype in silu_mul quantization,rocm,"kernels, quantization",yewentao256,yewentao256,,CANDIDATE,,platform_specific,2025-12-24,c0de128,gemini-code-assist; yewentao256,"rocm, ready",8,4,1,1,vllm/model_executor/layers/quantization/utils/fp8_utils.py,,66c98874401b1e246e6c649942156720da671acd,https://github.com/vllm-project/vllm/pull/31179
40,#31502,[Bugfix][ROCm] Fix Static Quant Issue,rocm,"kernels, quantization",mgoin,vllm-bot,,CANDIDATE,,platform_specific,2025-12-29,robertgshaw2-redhat,gemini-code-assist; mgoin,"bug, rocm",14,14,2,2,vllm/model_executor/layers/fused_moe/rocm_aiter_fused_moe.py | vllm/model_executor/layers/quantization/fp8.py,,56f516254c5ff024e3986a4d625f698f3ec2a288,https://github.com/vllm-project/vllm/pull/31502
40,#31752,[MoE Refactoring][Bugfix]Wrap WNA16 Triton kernel into mk and change compressed tensor kernel selection,rocm,"kernels, quantization",bnellnm; robertgshaw2-redhat,robertgshaw2-redhat,,CANDIDATE,,platform_specific,2026-01-09,zyongye,gemini-code-assist; bnellnm; robertgshaw2-redhat,"rocm, ready",148,4,3,3,vllm/model_executor/layers/fused_moe/__init__.py | vllm/model_executor/layers/fused_moe/fused_moe.py | vllm/model_executor/layers/quantization/compressed_tensors/compressed_tensors_moe.py,,d62cfe546dc587925b59eebf5aa736ab70d47a1f,https://github.com/vllm-project/vllm/pull/31752
40,#31713,[Hardware][AMD][CI][Bugfix] Fix AMD Quantization test group,rocm,"kernels, quantization",tjtanaa,vllm-bot,,CANDIDATE,,platform_specific,2026-01-11,mawong-amd,gemini-code-assist; tjtanaa; cursor; mawong-amd,"rocm, ready, ci/build",114,52,12,12,.buildkite/test-amd.yaml | tests/quantization/test_compressed_tensors.py | tests/quantization/test_configs.py | tests/quantization/test_cpu_offload.py | tests/quantization/test_fp8.py | tests/quantization/test_gptq_dynamic.py | tests/quantization/test_ptpc_fp8.py | tests/quantization/utils.py | vllm/model_executor/layers/quantization/__init__.py | vllm/model_executor/layers/quantization/kernels/scaled_mm/triton.py | vllm/model_executor/layers/quantization/ptpc_fp8.py | vllm/platforms/rocm.py,,bde57ab2edb67533158a762823fba31e32f71a85,https://github.com/vllm-project/vllm/pull/31713
40,#32099,[ROCm][Bugfix] Fix Mamba batched decode producing incorrect output,rocm,"kernels, models",tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-13,AndreasKaratzas,gemini-code-assist; AndreasKaratzas; tjtanaa,"rocm, ready",15,5,2,2,vllm/model_executor/layers/mamba/mamba_mixer.py | vllm/model_executor/models/plamo2.py,,11b6af5280d6d6dfb8953af16e67b25f819b3be9,https://github.com/vllm-project/vllm/pull/32099
40,#32201,[CI][AMD][Quantization][BugFix] Fix fp8 max in quant_utils.py and update test_fp8_quant.::test_static_fp8_quant_group_2d to use correct fp8 dtype and adjust atol/rtol,rocm,"kernels, quantization",SageMoore; tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-15,rasmith,gemini-code-assist; cursor; rasmith; SageMoore; tjtanaa,"bug, rocm, ready",4,3,2,2,tests/kernels/quantization/test_fp8_quant.py | vllm/model_executor/layers/quantization/utils/quant_utils.py,,3c2685645ed602e3db8010cd62d88d3130115f06,https://github.com/vllm-project/vllm/pull/32201
40,#32703,[Bugfix] Suppress log on non-ROCm platform,rocm,"kernels, quantization",robertgshaw2-redhat; mgoin,vllm-bot,,CANDIDATE,,platform_specific,2026-01-20,tjtanaa,gemini-code-assist; robertgshaw2-redhat; mgoin,"bug, rocm, ready",5,4,1,1,vllm/model_executor/layers/quantization/quark/schemes/quark_ocp_mx.py,,9b67338b78f33dca5726191cead98ed913a96f4a,https://github.com/vllm-project/vllm/pull/32703
40,#33018,[ROCm][Bugfix] Fix ptpc scale load issue for fused shared expert path in deepseek mtp,rocm,models,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-26,ganyi1996ppo,gemini-code-assist; tjtanaa,"bug, rocm, ready, deepseek",11,8,1,1,vllm/model_executor/models/deepseek_mtp.py,,be6931ee275b477dbd5e7cb1b7f99dcd37a6807a,https://github.com/vllm-project/vllm/pull/33018
40,#33077,[BUGFIX] Fix hipErrorIllegalState in Qwen3-Omni during startup profiling allow inference Omni on ROCM,rocm,models,tjtanaa,DarkLight1337,,CANDIDATE,,platform_specific,2026-02-01,JartX,gemini-code-assist; Isotr0py; JartX; tjtanaa,"bug, rocm, ready, qwen",31,7,1,1,vllm/model_executor/models/qwen3_omni_moe_thinker.py,,cd86fff38feed579a22768ac9f9464360a0819fe,https://github.com/vllm-project/vllm/pull/33077
40,#33734,[Rocm][Bugfix] Fix dtype not same for gemm_a4w4 op,rocm,"kernels, quantization",tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-02-06,charlifu,gemini-code-assist; tjtanaa,"bug, rocm, ready",6,1,1,1,vllm/model_executor/layers/quantization/quark/schemes/quark_ocp_mx.py,,fe5438200b1cd5e496cf50f095d208eb1fb18fdd,https://github.com/vllm-project/vllm/pull/33734
40,#35893,[ROCm][Bugfix] Fall back from CK MXFP4 MoE when GEMM dimensions are unsupported,rocm,"kernels, quantization",tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-03-04,ChuanLi1101,gemini-code-assist; tjtanaa; BowenBao,"bug, rocm, ready",63,1,3,3,vllm/model_executor/layers/quantization/mxfp4.py | vllm/model_executor/layers/quantization/quark/quark_moe.py | vllm/model_executor/layers/quantization/utils/mxfp4_utils.py,,5dc3538736e40428d388f6980025340f4f7524af,https://github.com/vllm-project/vllm/pull/35893
40,#37427,[Bugfix] Fix ROCm crash in qwen3_next multi-stream events (#36795),rocm,models,xyang16; yewentao256,yewentao256,,CANDIDATE,,platform_specific,2026-03-18,JartX,gemini-code-assist; xyang16; yewentao256,"bug, rocm, ready, qwen",1,1,1,1,vllm/model_executor/models/qwen3_next.py,,a913b612d8a85a926c50815adb969056f10b62e2,https://github.com/vllm-project/vllm/pull/37427
35,#30270,[ROCm][CI][Bugfix] Multi-Modal Model Support Fixes and Attention Backend Improvements,rocm,models,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2025-12-19,AndreasKaratzas,chatgpt-codex-connector; hmellor; AndreasKaratzas; gemini-code-assist; tjtanaa; DarkLight1337; micah-wil,"rocm, ready, ci/build, multi-modality, qwen",109,47,6,7,.buildkite/test-amd.yaml | tests/models/multimodal/generation/test_common.py | tests/models/multimodal/generation/test_granite_speech.py | tests/models/multimodal/pooling/conftest.py | vllm/model_executor/models/transformers/multimodal.py | vllm/platforms/rocm.py,tests/models/multimodal/conftest.py,7b43db210c34023cb1e8bcec1d3c49537556856f,https://github.com/vllm-project/vllm/pull/30270
35,#31106,[Bugfix][Hardware][AMD] Consolidate FP8 min/max values helper function,rocm,"kernels, quantization",tjtanaa; rasmith,DarkLight1337,,CANDIDATE,,platform_specific,2026-01-07,c0de128,gemini-code-assist; c0de128; tjtanaa; rasmith,"rocm, ready",102,39,5,6,tests/kernels/quant_utils.py | vllm/model_executor/layers/quantization/input_quant_fp8.py | vllm/model_executor/layers/quantization/utils/fp8_utils.py | vllm/model_executor/layers/quantization/utils/quant_utils.py | vllm/utils/deep_gemm.py,tests/kernels/quantization/test_fp8_min_max_helper.py,4614c5a539282e6a8055d3b370b0f58c6f094c25,https://github.com/vllm-project/vllm/pull/31106
35,#35923,[Bugfix] Add Multiple of 16 block_size to triton fallback on rocm Attention to support qwen3_5,rocm,attention,tjtanaa,DarkLight1337,,CANDIDATE,,platform_specific,2026-03-11,JartX,gemini-code-assist; tjtanaa,"bug, documentation, rocm, ready, v1, qwen",11,23,1,2,vllm/v1/attention/backends/rocm_attn.py,docs/design/attention_backends.md,a40ee486f273eaaa885dafd0526f42f3a5b960c9,https://github.com/vllm-project/vllm/pull/35923
32,#33366,[Bugfix][ROCm] Fixing the skinny gemm dispatch logic from #32831,rocm,"kernels, quantization",tjtanaa,gshtras,,CANDIDATE,,platform_specific,2026-01-31,gshtras,gemini-code-assist; tjtanaa,"bug, rocm, ready",18,18,3,4,tests/kernels/quantization/test_rocm_skinny_gemms.py | vllm/_custom_ops.py | vllm/model_executor/layers/utils.py,vllm/model_executor/layers/quantization/kernels/scaled_mm/rocm.py,31aedfe7d62adea6b5a7644f3c323f585b042ce3,https://github.com/vllm-project/vllm/pull/33366
31,#37127,[CI][Bugfix] Fix 500 errors from priority overflow and TemplateError subclasses in schema fuzz tests,rocm,api/frontend,DarkLight1337,DarkLight1337,,CANDIDATE,,platform_specific,2026-03-16,AndreasKaratzas,gemini-code-assist; AndreasKaratzas; DarkLight1337,"bug, rocm, frontend, ready, ci/build",32,18,3,8,requirements/rocm-test.txt | vllm/entrypoints/serve/disagg/protocol.py | vllm/entrypoints/utils.py,vllm/entrypoints/openai/chat_completion/protocol.py | vllm/entrypoints/openai/chat_completion/serving.py | vllm/entrypoints/openai/completion/protocol.py | vllm/entrypoints/openai/responses/protocol.py | vllm/entrypoints/pooling/base/protocol.py,57a314d1556cdcb17d26e55e324e21b02bdd9399,https://github.com/vllm-project/vllm/pull/37127
30,#30909,[ROCm][Bugfix] Fix `fa_version` argument error in `flash_attn_maxseqlen_wrapper` for ROCm without aiter,rocm,,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2025-12-18,AndreasKaratzas,gemini-code-assist; AndreasKaratzas; tjtanaa,"rocm, ready",5,4,1,1,vllm/attention/ops/vit_attn_wrappers.py,,8da6ae49c3d99e147bc739e54fe57e43581d887b,https://github.com/vllm-project/vllm/pull/30909
30,#31149,[Bugfix][ROCm][Dynamo][DS 3.1][FP8] fix unsupported hasattr call when Dynamo tracing for ROCm device,rocm,,tjtanaa,vllm-bot,,CANDIDATE,,platform_specific,2025-12-24,zejunchen-zejun,gemini-code-assist; tjtanaa,"rocm, ready",44,13,1,1,vllm/_aiter_ops.py,,dabff12ed3fde16c6f27704dd536c0e3b3fb5782,https://github.com/vllm-project/vllm/pull/31149
30,#30719,[ROCm][GPTQ][Bugfix] Fix GPTQ GEMM kernel output zeroing race condition,rocm,kernels,mgoin,vllm-bot,,CANDIDATE,,platform_specific,2025-12-29,AndreasKaratzas,gemini-code-assist; mgoin,"bug, rocm, ready",1,27,1,1,csrc/quantization/gptq/q_gemm.cu,,3ecfdc377681064f85684bb1ce5cc44c82e69b03,https://github.com/vllm-project/vllm/pull/30719
30,#31523,[ROCm][Bugfix] Fix accuracy issue on fmoe when `VLLM_ROCM_USE_AITER_FUSION_SHARED_EXPERTS` enabled,rocm,,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2025-12-30,ganyi1996ppo,gemini-code-assist; chatgpt-codex-connector; ganyi1996ppo; tjtanaa,"rocm, ready",18,0,1,1,vllm/platforms/rocm.py,,1a834df2d40d3279712e5c8d4b8c326d52b1f523,https://github.com/vllm-project/vllm/pull/31523
30,#31714,[Bugfix][ROCm] Fix Unsupported attention metadata type for speculative decoding in `eagle.py`,rocm,spec_decode,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-06,vllmellm,gemini-code-assist; tjtanaa; vllmellm,"rocm, speculative-decoding, ready, v1",6,2,1,1,vllm/v1/spec_decode/eagle.py,,e9717801bdc5f8dec45ee1d1a8cebed9f4a13544,https://github.com/vllm-project/vllm/pull/31714
30,#31873,[CI][BugFix][AMD] Actually skip tests marked @pytest.mark.skip_v1,rocm,,tjtanaa,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-01-08,rasmith,gemini-code-assist; rasmith; tjtanaa,"rocm, ready, ci/build",1,2,1,1,.buildkite/test-amd.yaml,,f1b1bea5c36d48561e7ef4cf4d76ffb2529e3212,https://github.com/vllm-project/vllm/pull/31873
30,#31967,[CI] [Bugfix] Fix unbounded variable in `run-multi-node-test.sh`,rocm,,DarkLight1337,vllm-bot,,SKIP,only touches tests/docs/CI files,platform_specific,2026-01-08,tjtanaa,gemini-code-assist; DarkLight1337,"rocm, ready, ci/build",2,1,2,2,.buildkite/scripts/run-multi-node-test.sh | .buildkite/test-pipeline.yaml,,72c068b8e0f084a6a6257d6736e459495f9f56a8,https://github.com/vllm-project/vllm/pull/31967
30,#31295,[Bugfix][Hardware][AMD] Use dynamic WARP_SIZE in sampler vectorized_process,rocm,kernels,hongxiayang; tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-10,c0de128,gemini-code-assist; hongxiayang; tjtanaa,"rocm, ready",7,4,1,1,csrc/sampler.cu,,c60578de0a389d261fcb4d3323c75387b98b1fbb,https://github.com/vllm-project/vllm/pull/31295
30,#32179,[ROCm] [Bugfix] Fix order of mori build in Dockerfile.rocm_base,rocm,,DarkLight1337,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-01-12,tjtanaa,gemini-code-assist; DarkLight1337,"rocm, ready, ci/build",21,13,1,1,docker/Dockerfile.rocm_base,,0346396e94106edcbce13e083da172c119d0aa17,https://github.com/vllm-project/vllm/pull/32179
30,#32372,[CI][BugFix][AMD][FP8] Fix test_rms_norm so it runs correctly on ROCm,rocm,,tjtanaa,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-01-15,rasmith,gemini-code-assist; tjtanaa,"bug, rocm, ready",7,5,1,1,tests/kernels/core/test_fused_quant_layernorm.py,,8853a50af2a3d2a12700740aa6def37fed3142da,https://github.com/vllm-project/vllm/pull/32372
30,#32447,[Bugfix] Fix ROCm dockerfiles,rocm,,,tjtanaa,,SKIP,only touches tests/docs/CI files,platform_specific,2026-01-16,tjtanaa,gemini-code-assist,"bug, rocm, ci/build",6,100,2,2,docker/Dockerfile.rocm | docker/Dockerfile.rocm_base,,09f4264a55a7ba10b3fbcc49342211af22753f9c,https://github.com/vllm-project/vllm/pull/32447
30,#32904,[Hardware][AMD][CI][Bugfix] Fix Kernels Attention Cache test,rocm,,LucasWilkinson; yewentao256,LucasWilkinson,,SKIP,only touches tests/docs/CI files,platform_specific,2026-01-23,mawong-amd,gemini-code-assist; LucasWilkinson; yewentao256,"bug, rocm, ready",1,1,1,1,tests/kernels/attention/test_cache.py,,305e53ade8f7cbdbece6fd211eb45a612800e657,https://github.com/vllm-project/vllm/pull/32904
30,#32831,[CI][AMD][BugFix] Update wvSplitK (and other skinny_gemm wrappers) to ensure tensors passed will be made contiguous for the kernel,rocm,kernels,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-23,rasmith,gemini-code-assist; rasmith; tjtanaa; mawong-amd; gshtras,"bug, rocm, ready",23,0,2,2,csrc/rocm/skinny_gemms.cu | vllm/_custom_ops.py,,6cc6d92be5e64f449e31e06d43c80955f646809e,https://github.com/vllm-project/vllm/pull/32831
30,#32976,[AMD][Kernel][BugFix] Use correct scale in concat_and_cache_ds_mla_kernel when on gfx942,rocm,kernels,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-01-27,rasmith,gemini-code-assist; rasmith; tjtanaa,"bug, rocm, ready",9,7,1,1,csrc/cache_kernels.cu,,58996f3589434d99c320e6ee2460a231135f9641,https://github.com/vllm-project/vllm/pull/32976
30,#33713,[Bugfix][ROCm] Include float8_e4m3fnuz in NCCL Dtype Dispatching,rocm,distributed,gshtras,vllm-bot,,CANDIDATE,,platform_specific,2026-02-04,micah-wil,gemini-code-assist; gshtras; micah-wil,"bug, rocm, ready",1,1,1,1,vllm/distributed/device_communicators/pynccl_wrapper.py,,1d367a738e9098ad4af1f6865747914ccd2c65ca,https://github.com/vllm-project/vllm/pull/33713
30,#32762,[CI][Bugfix]: return McpCall for built-in MCP tools in non-streaming mode,rocm,api/frontend,tjtanaa,tjtanaa,,CANDIDATE,,platform_specific,2026-02-05,AndreasKaratzas,gemini-code-assist; cursor; AndreasKaratzas; micah-wil; tjtanaa,"bug, rocm, frontend, ready, gpt-oss",131,28,2,6,tests/utils.py | vllm/entrypoints/openai/parser/harmony_utils.py,tests/entrypoints/openai/responses/test_harmony.py | tests/entrypoints/openai/responses/test_mcp_tools.py | tests/entrypoints/openai/responses/test_parsable_context.py | tests/entrypoints/openai/responses/test_simple.py,fb1270f1f821603402a8868e3067b3c3342455e7,https://github.com/vllm-project/vllm/pull/32762
